cid,Probability of nonactivity,Probability of activity
5272659,0.32803637,0.67196363
131884619,0.32848978,0.6715102
490264,0.32862806,0.67137194
21854431,0.33151037,0.66848963
3045029,0.33196104,0.66803896
135458972,0.33199793,0.66800207
135623700,0.33199793,0.66800207
135927360,0.33199793,0.66800207
135955671,0.33199793,0.66800207
56977943,0.3322426,0.6677574
21852781,0.33249593,0.6675041
162660830,0.33339995,0.66660005
25231310,0.3338694,0.6661306
512679,0.3338772,0.6661228
10782439,0.33398086,0.66601914
14184873,0.33463722,0.6653628
11023641,0.33463722,0.6653628
21139599,0.3347205,0.6652795
131885343,0.33519334,0.66480666
10065192,0.33529586,0.66470414
92264741,0.33529586,0.66470414
10381436,0.3363195,0.6636805
6481604,0.33719432,0.6628057
515210,0.33738375,0.66261625
10067373,0.3375861,0.6624139
96547,0.3377933,0.6622067
6595777,0.3377933,0.6622067
53463804,0.33846134,0.66153866
196709,0.33846134,0.66153866
135538685,0.33857274,0.66142726
5276954,0.33861423,0.6613858
10334791,0.33908617,0.6609138
493442,0.33931386,0.66068614
188575,0.33938086,0.66061914
71380931,0.33963454,0.66036546
16094546,0.33985043,0.6601496
135504147,0.3407523,0.6592477
512708,0.3409468,0.6590532
11737492,0.34145486,0.65854514
59035009,0.34158236,0.65841764
92234642,0.34207004,0.65792996
6452664,0.3425569,0.6574431
11493075,0.34261173,0.65738827
11098172,0.34268177,0.65731823
11121872,0.3443154,0.6556846
496474,0.34442282,0.6555772
391266,0.34442282,0.6555772
492408,0.34461045,0.65538955
137077014,0.3446192,0.6553808
137128749,0.3449455,0.6550545
10565387,0.3462742,0.6537258
137092996,0.34660608,0.6533939
22860550,0.34665143,0.65334857
10780244,0.3474732,0.6525268
11601597,0.34777635,0.65222365
5273514,0.34848505,0.65151495
135508096,0.34879345,0.65120655
512595,0.34895813,0.65104187
472640,0.349455,0.650545
472658,0.349455,0.650545
21854430,0.34947646,0.65052354
11208563,0.34951687,0.65048313
510979,0.34964663,0.6503534
135618546,0.35059738,0.6494026
5470408,0.3510887,0.6489113
135407752,0.35111874,0.64888126
10850803,0.35117877,0.64882123
70587122,0.35196167,0.6480383
5274200,0.3520248,0.6479752
512286,0.3523152,0.6476848
54180064,0.3524661,0.6475339
7065210,0.35301858,0.6469814
93003,0.35301858,0.6469814
21116879,0.35301858,0.6469814
44629860,0.35301858,0.6469814
135433627,0.35331798,0.646682
44283163,0.3534879,0.6465121
96544,0.3534879,0.6465121
12939902,0.3534879,0.6465121
688019,0.3534879,0.6465121
7070208,0.3534879,0.6465121
2777912,0.3534879,0.6465121
12939901,0.3534879,0.6465121
10521478,0.3534879,0.6465121
46783463,0.3534879,0.6465121
215491,0.3535033,0.6464967
135759443,0.3538273,0.6461727
476438,0.35382867,0.64617133
92228261,0.35418296,0.64581704
44451143,0.35418296,0.64581704
512727,0.35465413,0.64534587
121486756,0.3546791,0.6453209
